baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oarb_102394_c1_g1	4.45083844260899	3.99936864439576	1.16253136695695	3.44022428819665	0.000581232299418877	0.01381479668184
Oarb_102401_c0_g1	0.392654750581273	-0.536417434999324	2.26386198423972	-0.236947940613734	0.812697177559507	NA
Oarb_102404_c2_g2	1.70229309565088	1.80108147186507	1.45639978506157	1.23666694429575	0.216210755491669	NA
Oarb_102426_c0_g1	4.16244356421914	-1.1865538172543	0.688650089581829	-1.72301410426711	0.0848859744861037	NA
Oarb_102432_c0_g1	18.5117329328866	-1.41158699671113	0.519248873657422	-2.71851720499337	0.00655752452915144	0.0765433468171414
Oarb_102459_c2_g1	0.761260143545367	-0.238694088664891	1.42605292349444	-0.167380946900616	0.867070315854974	NA
Oarb_102475_c0_g1	0.895968671856036	0.444514331311321	1.71654835354158	0.258958234642328	0.795667465435894	NA
Oarb_102476_c0_g1	0.836358688822344	-0.974684588318135	1.53556626824668	-0.634739514974521	0.525598317408808	NA
Oarb_102492_c0_g1	0.59128917433598	-1.71418322350202	2.03236518533418	-0.843442524931934	0.398980997292876	NA
Oarb_102495_c0_g2	5.64401049934549	0.996166107928732	0.792307754800715	1.25729693025571	0.208646135157797	0.539928460211104
Oarb_102498_c0_g1	0.945358771868957	-0.478587874358532	1.38782568242698	-0.344847253094204	0.730209206709789	NA
Oarb_102531_c2_g1	0.306853418485911	1.89262450043344	2.20291247431654	0.859146481078706	0.390259705943013	NA
Oarb_102538_c0_g5	0.474624811335654	2.67279058970784	2.54659280055975	1.04955554304573	0.293922505866602	NA
Oarb_102546_c0_g1	0.636746458102167	0.606283922043573	1.61834179560732	0.374632802346954	0.707933574086794	NA
Oarb_102559_c1_g1	42.6882935233169	0.866436093271912	0.366076181278937	2.36681908734105	0.0179417006707371	0.140618346953447
Oarb_102562_c5_g1	0.643605340860808	-0.812670918577679	1.66987481544316	-0.486665773423266	0.626495204070018	NA
Oarb_102569_c0_g1	2.57446151390044	-0.260728188450998	0.842465462601648	-0.309482346784679	0.756954638715304	NA
Oarb_102570_c0_g1	1.50340559642578	0.829057119880378	1.22772704889588	0.675278043785029	0.499499130748827	NA
Oarb_102572_c1_g1	0.508749044278038	1.05482916666165	1.9159741422373	0.550544573336423	0.581945913367807	NA
Oarb_102578_c6_g1	0.32535426177451	1.36702062567207	2.35449484963031	0.580600389033221	0.561509810026778	NA
Oarb_102592_c0_g2	3.77204962478683	1.19490792715581	0.814938155927624	1.46625595876742	0.142578568799181	NA
Oarb_102596_c5_g1	1.72424258508482	1.11818592567447	1.23224167319795	0.907440439644054	0.364173932482559	NA
Oarb_102597_c2_g3	4.72344888559618	0.610494819621763	0.684295333000625	0.892151078898568	0.372311959742645	0.68416607772152
Oarb_102607_c4_g1	0.313902777661832	0.413485707880428	2.11356454597713	0.195634294049566	0.844896416141578	NA
Oarb_102610_c5_g1	0.588664409042587	-0.669923240838577	1.91505104618285	-0.349820043791465	0.726473755561518	NA
Oarb_102634_c1_g1	2.65717378979045	-2.86556933269587	1.99183394976476	-1.43865874614412	0.150247233091139	NA
Oarb_102648_c3_g2	46.9621490208419	3.00167458419261	0.488121220956518	6.14944496432783	7.7754560120091e-10	3.92361472605998e-07
Oarb_102650_c3_g3	1.14189448847465	1.44077403926475	1.25776699872797	1.14550154418256	0.252001456138167	NA
Oarb_102651_c3_g1	3.30077260198396	1.09983178428905	0.91003086040923	1.208565370843	0.22682986712316	NA
Oarb_102651_c3_g2	0.539732520316919	0.294255373789882	2.06984166207011	0.14216322880253	0.886951075899764	NA
Oarb_102651_c4_g1	0.463111344968754	1.32267387232262	1.95685850428398	0.675916970709434	0.499093362276901	NA
Oarb_102660_c1_g2	6.15011482104652	0.690544154131938	0.639040983985473	1.0805944711484	0.279877542992372	0.608872392832158
Oarb_102665_c1_g1	8.65334008443924	0.787963675166837	0.769008203111911	1.0246492455844	0.305528719280894	0.630046458499611
Oarb_102666_c2_g1	28.998955970811	0.117477411160583	0.507703265963871	0.231389906341361	0.817011905988424	0.933287382140398
Oarb_102680_c0_g1	1.64251577812709	0.268143281398999	0.973048857085901	0.275570213608839	0.782878190202349	NA
Oarb_102680_c1_g3	0.883839278855467	1.47731951134935	1.53418179627657	0.962936410101317	0.335579436139026	NA
Oarb_102682_c5_g1	1.41617297699355	0.0965606203915934	1.35810195960622	0.0710996841647963	0.943318419536298	NA
Oarb_102703_c0_g1	1.10761909704988	-0.551774504818794	1.47515699001071	-0.374044599019111	0.708371135289242	NA
Oarb_102714_c0_g1	14.9838533664972	-2.85398830124506	0.658632103084366	-4.3332055754341	1.46953768170407e-05	0.00101475444126092
Oarb_102718_c2_g1	1.41682546279365	2.77563028297513	1.41072965885501	1.96751394964498	0.0491239893169451	NA
Oarb_102718_c2_g4	5.53732975762115	2.92289996013594	0.845929225969862	3.45525354888268	0.000549775549797765	0.0133082199508241
Oarb_102720_c1_g1	19.7297061792429	0.632841031414473	0.527692540373759	1.19926090099026	0.230426513189795	0.561306322512088
Oarb_102742_c0_g1	7.42571714802997	-1.66870023133407	0.908755602289549	-1.83624753138236	0.0663210558274456	0.300045604295202
Oarb_102749_c3_g1	0.566264335908983	1.31729344252611	1.63911345216751	0.80366215089271	0.421592118632498	NA
Oarb_102755_c0_g1	1.92907461879746	0.83891300864216	0.932658360245017	0.899485861491415	0.3683939233412	NA
Oarb_102756_c3_g4	0.418950779844982	-0.13688138742769	1.79175974324605	-0.0763949452172129	0.939104890987779	NA
Oarb_102767_c0_g1	8.65945253478483	1.11037681449627	0.547034518200588	2.02981124143452	0.0423757298551918	0.236381622321478
Oarb_102785_c8_g1	5.32806535006578	-0.755354942029428	0.602192081960548	-1.25434220186063	0.209717650869378	0.541108077985717
Oarb_102810_c1_g2	1.15293190009968	0.661079334950673	1.20968209697032	0.546490137042088	0.584729065614386	NA
Oarb_102823_c3_g1	1.06110638730248	1.45570068794261	1.37158215873267	1.06132955920603	0.288540156848449	NA
Oarb_102827_c0_g1	5.01701072221371	0.885247521879132	0.697175182809913	1.2697633876054	0.204168925965268	0.535097145158673
Oarb_102833_c4_g1	5.78472819193426	0.436044858174985	0.539912915390189	0.80762072131551	0.419308954377001	0.71502292506494
